, Fuel Type, Transmission, Driving Range (km), Engine, Electric Motor, Peak Motor Performance, Battery, Turbo / SuperCharger, Drivetrain, Others, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Child Lock, Anchor Points for Child Seat, Overspeed Warning, Speed Sensing Door Lock, Middle rear three-point seatbelt, Central Locking, Type of Instrument Cluster / Dashboard Display, Tyre Pressure Monitoring (TPMS), Parking Sensors, Tachometer, Unit / Display Size, Android / Apple Connectivity , Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, Air Conditioner, Heater, Front AC, Anti-glare Rear View Mirrors, 12V Power Outlets, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Electronic Stability Program (ESP), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Split Rear Seat, Power Windows, Rear Glass Defogger, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Turn Indicators on ORVM, Headlights, Headlight Height Adjuster, Follow me home head Lights, Fog Lamps, Tail Light, Interiors, Interior Colour(s), Cup Holders, Pockets inside Door, Pockets in Front Seat-back, Body Coloured Bumpers, Warranty (Max Kilometres), Battery Warranty (Years), Battery Warranty (Max Kilometres),NAME, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote AC Control Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, Integrated Music System, Infotainment Display, Voice Command Support, GPS & Navigation, Vanity Mirrors on Sun Visors, Leather-wrapped Steering, Parking Assist, Push Button Start / Stop, Steering Adjustment, WIndow Control: One Touch - Up, Window Control: One Touch -Down, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Emission Standard, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Curb Weight (kgs), Anti theft Engine immobilizer, Flashing Emergency Brake Light , Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Active Gear Display, Clock, Headlights On Reminder, iPod Compatibility, MP3 Playback, Rear AC, Boot Access from the Last Row Seats, Head Rest for Middle Rear Seat, Brake Assist in Emergency (BA), Traction Control, Hill Hold Assist, Hill Descent Control, Adjustment Options - Rear Row Seat, Driver Armrest, Armrest for Rear Seat, Rear Wiper, Boot / Dikki Opener, Daytime Running Lights, Lights inside Cabin, Storage in Driver Armrest, Reading Lamp for Rear Passengers, Roof Mounted Antenna, Chrome Finish Exhaust pipe, Body Kit, Rub - Strips, Warranty (Years), Seat Adjustment, Cornering Headlights, Time for 0-100 kmph Acceleration , Cruise Control Driving Mode, Rain-sensing Wipers, Automatic Head Lights, Lights on Vanity Mirrors, Sunroof / Moonroof, Forward Collision Warning , Automatic Emergency Braking, Lane Departure Warning, Gear Shift Indicator, Remote Sunroof Open/Close Via app, Doot Sill Plates, Sunglass Holder, Wireless Charger, Cooled Glove Box, Ventilated Seats, Ventilated Seat Type, Ambient or soft Interior Lighting, Ground Clearance (mm), AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Battery Charging, NCAP Rating (Best - 5 Star), Third Row Cup Holders, 4x4 or All Wheel Drive, Differential Lock, Puddle Lights
37, Petrol," Manual - 6 Gears, Manual Override",," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 7, 4720, 1835, 1760, 2750, 3, 5," 4 Airbags (Driver, Passenger, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Smart EX 1.5 Turbo Petrol 7 STR,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, Reverse Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged Intercooled, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,,,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Electric Tailgate Release, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,,,,,,,,,, Metallic,,No information,No information,,,, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
38, Petrol, Manual - 6 Gears,," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 6, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol MT 6 STR,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged with Belt Starter Generator, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,No information,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
39, Diesel, Manual - 6 Gears,," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 7, 4720, 1835, 1760, 2750, 3, 5," 4 Airbags (Driver, Passenger, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Smart 2.0 Turbo Diesel 7 STR,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, Reverse Camera,No information, Tilt & Telescopic, Driver, All, 2.0L Turbocharged Intercooled, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Electric Tailgate Release, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,,,,,,,,No information,, Metallic,,No information,No information,,,, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
40, Petrol, Manual - 6 Gears,," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,  48 Volt, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", Power assisted (Electric),, Mcpherson Strut + Coil Springs, Beam Assemble + Coil Spring, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 7, 4699, 1835, 1760, 2750, 2, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information, Front & Rear, Analogue,," Android Auto (Wireless), Apple Car Play (Wireless)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leatherette," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear,, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED,LED", LED, Dual Tone, Oak White & Balck, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol 7 STR,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5 Turbocharged Intercooled Petrol, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 587, 60,,No information,,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,No information,No information,No information,No information,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information, With Cup Holder,No information, Electric Opening and Closing, LED, Front and Rear,No information,No information,No information,,No information, Chrome Inserts, 5, 4 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,No information,No information, Metallic,No information,No information,No information, Front only, Cooled, Multi-colour,,,,,,,,,,,
41, Petrol, Manual - 6 Gears,," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 6, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol 6 STR Dual Tone,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged with Belt Starter Generator, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,No information,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
42, Petrol, Manual - 6 Gears,," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD," Regenerative Braking, Idle Start/Stop", Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 7, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol 7 STR Dual Tone,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged with Belt Starter Generator, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,No information,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
43, Diesel, Manual - 6 Gears,," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 6, 4720, 1835, 1760, 2750, 3, 5," 4 Airbags (Driver, Passenger, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, 60:40 split, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Single Tone, Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Smart Pro 2.0 Turbo Diesel 6 STR,No information,No information,No information,,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, Reverse Camera,No information, Tilt & Telescopic, Driver, All, 2.0L Turbocharged Intercooled, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Electric Tailgate Release, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,,,,,,,,No information,, Metallic,,No information,No information,,,, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
44, Petrol," Automatic (CVT) - 6 Gears, Manual Override",," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 6, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 2 way manually adjustable (headrest up / down)", Front & Rear, Captain Seats, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Dual Tone, Argil Brown & Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol CVT 6 STR,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged Intercooled, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
45, Petrol," Automatic (CVT) - CVT Gears, Manual Override",," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Mcpherson Strut + Coil Springs, Beam Assemble + Coil Spring, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 7, 4699, 1835, 1760, 2750, 2, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information, Front & Rear, Analogue,," Android Auto (Wireless), Apple Car Play (Wireless)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leatherette," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 2 way manually adjustable (headrest up / down)", Front & Rear,, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED,LED", LED, Dual Tone, Oak White & Balck, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol CVT 7 STR,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5 Turbocharged Intercooled Petrol, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 587, 60,,No information,,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,No information,No information,No information,No information,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information, With Cup Holder,No information, Electric Opening and Closing, LED, Front and Rear,No information,No information,No information,,No information, Chrome Inserts, 5, 4 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,,No information, Metallic,No information,No information,No information, Front only, Cooled, Multi-colour,,,,,,,,,,,
46, Petrol," Automatic (CVT) - 6 Gears, Manual Override",," 1451 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,,, Turbocharged, FWD,, Power assisted (Electric),, Macpherson Strut with Stabilizer Bar, Semi Independent Helical Spring Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 6, 4720, 1835, 1760, 2750, 3, 5," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Keyless, Analogue - Digital ,No information, Front & Rear, Analogue,," Android Auto (Yes), Apple Car Play (Yes)",No information, 8,No information, Phone & Audio Streaming,No information,No information, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Manual - Internal Only, 1, Disc, Disc,No information,No information,No information, Leather," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 2 way manually adjustable (headrest up / down)", Front & Rear, Captain Seats, Full,, Front & Rear,No information, Chrome, Chrome, Body Coloured, Electrically Adjustable & Retractable,No information, LED,No information,No information," LED on front, LED on rear", LED, Dual Tone, Argil Brown & Black, Front & Rear, Front & Rear,No information,No information, Unlimited,,No information,MG Hector Plus Sharp Pro 1.5 Turbo Petrol CVT 6 STR Dual Tone,No information,No information,No information,No information,No information,No information,No information,No information,No information, Touch-screen Display,No information,No information, Driver & Co-Driver,No information, 360 Camera,No information, Tilt & Telescopic, Driver, All, 1.5L Turbocharged Intercooled, 141 bhp @ 5000 rpm, 250 Nm @ 1600 rpm, BS6 Phase 2, 155, 60,,No information,No information,No information,No information,,No information, Electronic 2 Trips,No information,No information,No information,No information, Digital,No information,No information,No information,  Vents Behind Front Armrest,No information,,No information,No information,No information,," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information,No information, Foot Trigger Opening/Automatic, LED, Front and Rear,No information,No information,No information,, Cladding - Black/Grey, Chrome Inserts, 5, 6 Way, Passive,,No information,No information,No information, Driver & Co-Driver, Panoramic Sunroof,,,,,No information, Metallic,No information,No information,No information,,, Multi-colour, 192,"  Vents on Side Panels, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,,,,,,
