, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Overspeed Warning, Anti theft Engine immobilizer, Type of Instrument Cluster / Dashboard Display, Trip Meter, Low Fuel Warning, Parking Sensors, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Child Lock, Clock, Air Conditioner, Heater, Front AC, Power Windows, Pockets in Front Seat-back, Body Coloured Bumpers, Central Locking, Integrated Music System, Unit / Display Size, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, 12V Power Outlets, Roof Mounted Antenna, Rub - Strips, Infotainment Display, GPS & Navigation, Alternate Fuel, NCAP Rating (Best - 5 Star), Middle rear three-point seatbelt, Vanity Mirrors on Sun Visors, Electronic Stability Program (ESP), Speed Sensing Door Lock, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Door Not Closed Warning, Active Gear Display, Voice Command Support, Steering Mounted Controls, Gear Shift Indicator, Others, Body Kit, Hill Hold Assist, Third Row Seats Type, Anti-glare Rear View Mirrors, Split Rear Seat, Window Control: One Touch -Down, Steering Adjustment, Rear Wiper, Rear Glass Defogger, Turn Indicators on ORVM, Push Button Start / Stop, Fog Lamps, Anchor Points for Child Seat, Adjustable Cluster Brightness, CD Player, DVD Playback, Adjustment Options - Rear Row Seat, Seat Adjustment, Parking Assist, Daytime Running Lights, Puddle Lights, WIndow Control: One Touch - Up, Leather-wrapped Steering, Cruise Control Driving Mode, Automatic Head Lights, Follow me home head Lights, Rear AC, Armrest for Rear Seat, Reading Lamp for Rear Passengers, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Alexa Compatibility, Geo-Fence, Driver Armrest, Storage in Driver Armrest, Heads Up Display (HUD), Lights on Vanity Mirrors, Traction Control, Chrome Finish Exhaust pipe, Turbo / SuperCharger, Flashing Emergency Brake Light , Wireless Charger, Light inside Glove Box, Remote AC Control Via app, Sunglass Holder, Sunroof / Moonroof, Leather-wrapped Gear Knob, Ambient or soft Interior Lighting, Cooled Glove Box, Battery, Adjustment Options - Third Row Seat, Split Third Row Seat, Third Row Cup Holders, Blinds - Rear Windshield, Head Rest for Middle Rear Seat, 4x4 or All Wheel Drive, Hill Descent Control, Differential Lock, Electric Motor, Peak Motor Performance, Battery Warranty (Years), Tyre Pressure Monitoring (TPMS), Ventilated Seats, Ventilated Seat Type, Limited Slip Differential (LSD)
95, Petrol," Automatic (TC) - 6 Gears, Paddle Shift", 20.01, 740," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.0L Turbo Boosterjet, 99 bhp @ 5500 rpm, 147.6 Nm @ 2000 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 4.9, MacPherson Strut, Torsion Beam, Alloy Wheels, 195 / 60 R16, 195 / 60 R16, Steel, 308, 37, 5, 3995, 1765, 1550, 2520,,, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",, Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable,, LED,, LED, Dual Tone,,, Front Only, Front & Rear,,, Not Applicable,Maruti Suzuki Fronx Alpha 1.0L Turbo 6 AT Dual Tone,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,,, Keyless,No information,, 6,No information, Phone & Audio Streaming,No information,No information,,,No information,No information,, Touch-screen Display,No information,,,No information, Driver & Co-Driver,No information,No information,No information,,No information,No information,No information,,No information,No information,," Regenerative Braking, Idle Start/Stop",,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,, 2 way manually adjustable (headrest up / down),, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest",,No information,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information, Driver & Co-Driver,No information,No information, Turbocharged,No information,No information,No information,No information,,,,,,,,,,,,,,,,,,,,,
96, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front, Bench, Full, Body Coloured, Painted, Body Coloured, Electrically Adjustable, Internal with Remote, Halogen,No information, LED, Single Tone, Black, Front and Rear, Front Only, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza LXi,No information, Analogue, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,, Not Applicable,,,,,,,,No information,No information,,,,,,No information,,No information,No information,No information,No information,No information,,No information,,,,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only,, Driver, Tilt,,,No information,,,No information,,,,,,,,, Driver,,,,," Blower, Vents Behind Front Armrest",,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97, CNG, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C, 87 bhp @ 5500 rpm, 121.5 Nm @ 4200 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel,, 55, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (No), Apple Car Play (No)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)"," 4 way manually adjustable (seat forward / back, backrest tilt forward / back)", Front, Bench, Full, Body Coloured, Painted, Body Coloured, Electrically Adjustable, Internal with Remote, Halogen,No information, LED, Single Tone, Black, Front and Rear, Front Only, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza LXi S-CNG,No information, Analogue, Yes (Manual),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,, Not Applicable,,,,,,,,No information,No information,,,,,,No information,,No information,No information,No information,No information,No information,,No information,,,,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only,, Driver, Tilt,,,No information,,,No information,,,,,,,,, Driver,,,,," Blower, Vents Behind Front Armrest",,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, Halogen,No information, LED, Single Tone, Black, Front and Rear, Front Only, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza VXi,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 4,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information,,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only,, Driver, Tilt,,No information,No information,,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way,,,, Driver,,,,," Blower, Vents Behind Front Armrest",,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99, CNG, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C, 87 bhp @ 5500 rpm, 121.5 Nm @ 4200 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel,, 55, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, Halogen,No information, LED, Single Tone, Black, Front and Rear, Front Only, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza VXi S-CNG,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 4,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information,,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only,, Driver, Tilt,,No information,No information,,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way,,,, Driver,,,,," Blower, Vents Behind Front Armrest",,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza ZXi,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, Reverse Camera, LED,, Driver,,No information,,," Blower, Vents Behind Front Armrest", With Cup Holder,No information,,,,,,,,,,,, Driver & Co-Driver,,,,,,,,No information, Electrically Adjustable,,,,,,,,,,,,,,,,,,,
101, Petrol," Automatic (TC) - 6 Gears, Paddle Shift",,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, Halogen,No information, LED, Single Tone, Black, Front and Rear, Front Only, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza Vxi AT,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 4,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information,,No information,No information,No information,No information,No information,,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only,, Driver, Tilt,,No information,No information,,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way,,,, Driver,,,,," Blower, Vents Behind Front Armrest",,No information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza Zxi Dual Tone,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, Reverse Camera, LED,, Driver,,No information,,," Blower, Vents Behind Front Armrest", With Cup Holder,No information,,,,,,No information,,,,,,,,,,,,,,No information, Electrically Adjustable,,,,,,,,,,,,,,,,,,,
103, CNG, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C, 87 bhp @ 5500 rpm, 121.5 Nm @ 4200 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel,, 55, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza ZXi S-CNG,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, Reverse Camera, LED,, Driver,,No information,,," Blower, Vents Behind Front Armrest", With Cup Holder,No information,,,,,,,,,,,, Driver & Co-Driver,,,,,,,,No information, Electrically Adjustable,,,,,,,,,,,,,,,,,,,
104, CNG, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C, 87 bhp @ 5500 rpm, 121.5 Nm @ 4200 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel,, 55, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza ZXi S-CNG Dual Tone,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, Reverse Camera, LED,, Driver,,No information,,," Blower, Vents Behind Front Armrest", With Cup Holder,No information,,,,,,No information,,,,,,,,,,,,,,No information, Electrically Adjustable,,,,,,,,,,,,,,,,,,,
105, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza ZXi Plus,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,No information,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information, LED,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver & Co-Driver,,,,,No information,No information,No information,No information, Electrically Adjustable,No information,No information,No information,,,,,,,,,,,,,,,,
106, Petrol," Automatic (TC) - 6 Gears, Paddle Shift",,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 2 Airbags (Driver, Front Passenger)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza ZXi AT,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, Reverse Camera, LED,, Driver,,No information,,," Blower, Vents Behind Front Armrest", With Cup Holder,No information,,,,,,No information,,,,,,,,,,,,,,No information, Electrically Adjustable,,,,,,,,,,,,,,,,,,,
107, Petrol, Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C Smart Hybrid, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric),, Mac Pherson Strut & coil, Torsion Beam & CoiL Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 328, 48, 5, 3995, 1790, 1685, 2500,,, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue, 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Drum,No information,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Internal with Remote, LED,No information, LED, Dual Tone, Black and Brown , Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Brezza Zxi Plus Dual Tone,No information, Analogue, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,No information,,,No information, Co-Driver Only,No information,No information,No information,No information,No information,,No information,,No information,No information,No information," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information, LED,No information,,,, 2 way manually adjustable (headrest up / down), 2 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder,No information,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information, Driver & Co-Driver,,,,,No information,No information,No information,No information, Electrically Adjustable,No information,No information,No information,,,,,,,,,,,,,,,,
