, Fuel Type, Transmission, Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, Seat Belt Warning, Child Lock, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Gear Shift Indicator, Parking Sensors, Clock, Tachometer, Android / Apple Connectivity , Air Conditioner, Heater, Front AC, 12V Power Outlets, Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Power Windows, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Tyre Pressure Monitoring (TPMS), Integrated Music System, Unit / Display Size, Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, Steering Adjustment, Rear AC, Vanity Mirrors on Sun Visors, Anti-glare Rear View Mirrors, Window Control: One Touch -Down, Follow me home head Lights, Daytime Running Lights, Pockets in Front Seat-back, Roof Mounted Antenna, Cruise Control Driving Mode, Adjustable Cluster Brightness, Parking Assist, Infotainment Display, Voice Command Support, Electronic Stability Program (ESP), Hill Hold Assist, Rear Glass Defogger, Turn Indicators on ORVM, Automatic Head Lights, Fog Lamps, Wireless Charger, Leather-wrapped Steering, Alternate Fuel, Headlight Height Adjuster, Anchor Points for Child Seat, Push Button Start / Stop, Adjustment Options - Rear Row Seat, Rear Wiper, Cooled Glove Box, Seat Adjustment, Armrest for Rear Seat, Leather-wrapped Gear Knob, Active Gear Display, Mileage - ARAI Reported, Driving Range (km), Ground Clearance (mm), Headlights On Reminder, Driver Armrest, Storage in Driver Armrest, Sunglass Holder, Flashing Emergency Brake Light , Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, GPS & Navigation, WIndow Control: One Touch - Up, Cornering Headlights, Puddle Lights, Ambient or soft Interior Lighting, Sunroof / Moonroof, Traction Control, Turbo / SuperCharger, Remote AC Control Via app, Body Kit, Others, Internal Hard-disk, Brake Assist in Emergency (BA), Lights on Vanity Mirrors, Alexa Compatibility, Split Rear Seat, Chrome Finish Exhaust pipe, Curb Weight (kgs), Blinds - Side Window, Blinds - Rear Windshield, Reading Lamp for Rear Passengers, Doot Sill Plates, Ventilated Seats, Ventilated Seat Type, Minimum Turning Radius, Middle rear three-point seatbelt, Forward Collision Warning , High-beam Assist, Lane Departure Warning, AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Third Row Cup Holders, Electric Motor, Peak Motor Performance, Battery, Battery Charging, Head Rest for Middle Rear Seat, Rub - Strips, Battery Warranty (Years), Hill Descent Control, Differential Lock, Rain-sensing Wipers, Light inside Glove Box, 4x4 or All Wheel Drive, Top Speed, Time for 0-100 kmph Acceleration , Puncture Repair Kit
33, Petrol, Manual - 5 Gears," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.2 Kappa, 82 bhp @ 6000 rpm, 114 Nm @ 4000 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 195 / 65 R15, 195 / 65 R15, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue S (O) 1.2 Petrol,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,,,,No information,No information,,,,,,,,No information, 17.5, 789, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,No information,,,,No information,,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34, Petrol, Clutchless Manual (IMT) - 6 Gears," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.0 Kappa Turbo GDi, 118 bhp @ 6000 rpm, 172 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue S (O) 1.0 Turbo iMT,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,,,,No information,No information,,,No information,,,,,No information, 17.8, 801, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,No information,,,,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35, Diesel, Manual - 6 Gears," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5 U2 CRDi, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 195 / 65 R15, 195 / 65 R15, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Remote, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable, Electric Tailgate Release, Halogen, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue S Plus 1.5 CRDi,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information,,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,,No information,No information,,,,,No information,No information,,,,,,,,No information, 23.4, 1053, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,,,,,No information,,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36, Petrol, Manual - 5 Gears," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.2 Kappa, 82 bhp @ 6000 rpm, 114 Nm @ 4000 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 195 / 65 R15, 195 / 65 R15, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX 1.2 Petrol,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",,No information, 4 Way, With Cup Holder,No information,No information, 17.5, 789, 195,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,No information,,, Electrically Adjustable,No information,,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,No information, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37, Petrol, Manual - 5 Gears," 1197 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.2 Kappa, 82 bhp @ 6000 rpm, 114 Nm @ 4000 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 195 / 65 R15, 195 / 65 R15, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX 1.2 Petrol Dual Tone,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",,No information, 4 Way, With Cup Holder,No information,No information, 17.5, 789, 195,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,No information,,, Electrically Adjustable,No information,,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,No information, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38, Petrol," Automatic (DCT) - 7 Gears, Paddle Shift, Sport Mode"," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.0 Kappa Turbo GDi, 118 bhp @ 6000 rpm, 172 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Steel Rims, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, With Key, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Manual),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue S (O) 1.0 Turbo DCT,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,,No information,,No information,No information,,,No information,,,,No information,No information, 18.1, 817, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,No information,,,,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39, Diesel, Manual - 6 Gears," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5 U2 CRDi, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX 1.5 CRDi,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information,,No information,No information,,,No information,No information, 23.4, 1053, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,No information,,, Electrically Adjustable,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40, Diesel, Manual - 6 Gears," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5 U2 CRDi, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 4 Airbags (Driver, Front Passenger, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front Only, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX 1.5 CRDi Dual Tone,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information,,No information,No information,,,No information,No information, 23.4, 1053, 195,No information,No information,No information,,No information,,,,,,,,No information, Driver,No information,,, Electrically Adjustable,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41, Petrol, Clutchless Manual (IMT) - 6 Gears," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.0 Kappa Turbo GDi, 118 bhp @ 6000 rpm, 172 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric + Leatherette," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX (O) 1.0 Turbo iMT,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, 4 Way, With Cup Holder,No information,No information, 17.8, 801, 195,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,No information,,No information, Electrically Adjustable,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,No information, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42, Petrol, Clutchless Manual (IMT) - 6 Gears," 998 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.0 Kappa Turbo GDi, 118 bhp @ 6000 rpm, 172 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric + Leatherette," 4 way electrically adjustable (seat forward / back, backrest tilt forward / back) + 4 way manually adjustable (headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX (O) 1.0 Turbo iMT Dual Tone,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, 4 Way, With Cup Holder,No information,No information, 17.8, 801, 195,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,No information,,No information, Electrically Adjustable,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,No information, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43, Diesel, Manual - 6 Gears," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5 U2 CRDi, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle with Coil Spring, Alloy Wheels, 215 / 60 R16, 215 / 60 R16, Steel, 350, 45, 5, 3995, 1770, 1617, 2500, 2, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,No information, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,, Disc, Drum,No information,No information, Fabric + Leatherette," 6 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Dual Tone, Black and Greige, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Venue SX (O) 1.5 CRDi,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,No information,, Tilt," Blower, Vents Behind Front Armrest", Co-Driver Only, Manual - Internal Only, Driver,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information,,No information,No information,,No information,No information,No information," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)",No information,No information, 4 Way, With Cup Holder,No information,No information, 23.4, 1053, 195,No information,No information,No information,,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,No information,,No information, Electrically Adjustable,No information, Turbocharged,, Cladding - Body Coloured,  Idle Start/Stop,No information,No information, Co-Driver Only,No information, 60:40 split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
